id,smiles,compound_class,compound_subclass,name,molecular_weight,formula,cas_number,created_at,updated_at,MolLogP,qed,ExactMolWt,fr_phenol,fr_methoxy,fr_lactone,fr_urea
74,[Cl-].OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Anthocyanins,"Pelargonidin 3,5-O-diglucoside",630.979,C27H31ClO15,,2005-10-03 15:17:54 UTC,2015-05-10 23:28:38 UTC,-4.846499999999989,0.10992665242234123,630.1351479719999,2,0,0,0
75,[H][C@]1(COC(=O)\C=C\C2=CC(O)=C(O)C=C2)OC(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Anthocyanins,Malvidin 3-O-(6''-caffeoyl-glucoside),655.58,C32H31O15,,2005-10-06 11:30:46 UTC,2015-05-10 23:28:38 UTC,2.3691000000000026,0.055917887466408106,655.1657467120899,5,2,0,0
76,OC1C(O)C(COC(=O)C(=O)OC(=O)C([O-])=O)OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C1O,Flavonoids,Anthocyanins,Cyanidin 3-O-(6''-dioxalyl-glucoside),592.4159999999999,C25H20O17,,2005-10-06 16:29:06 UTC,2015-05-10 23:28:38 UTC,-2.2473999999999994,0.05413724319876716,592.07004918,4,0,0,0
83,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Anthocyanins,Delphinidin 3-O-glucosyl-glucoside,627.525,C27H31O17,,2006-06-20 15:23:02 UTC,2015-05-10 23:28:39 UTC,-2.088200000000001,0.0987245153504781,627.1555759520899,5,0,0,0
84,[H][C@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]([H])(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Anthocyanins,Cyanidin 3-O-(6''-malonyl-3''-glucosyl-glucoside),697.572,C30H33O19,,2006-06-20 00:00:00 UTC,2015-05-10 23:28:39 UTC,-1.768200000000001,0.04831816367873137,697.16105525609,4,0,0,0
95,[H][C@]1(COC(=O)\C=C\C2=CC(OC)=C(O)C=C2)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Anthocyanins,Delphinidin 3-O-feruloyl-glucoside,641.553,C31H29O15,,2007-03-23 00:00:00 UTC,2015-05-10 23:28:39 UTC,2.0661000000000027,0.0578193556262275,641.15009664809,6,1,0,0
96,COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=C1OC1OC(CO)C(O)C(O)C1O)C(OC1OC(CO)C(O)C(O)C1O)=CC(O)=C2,Flavonoids,Anthocyanins,"Petunidin 3,5-O-diglucoside",641.5509999999999,C28H33O17,,2007-03-23 00:00:00 UTC,2015-05-10 23:28:39 UTC,-2.1363000000000003,0.09245746413096152,641.1712260160899,3,1,0,0
97,COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=CC(O)=C2)C=C1OC1OC(C)C(O)C(O)C1O,Flavonoids,Anthocyanins,Petunidin 3-O-rhamnoside,447.412,C22H23O10,,2007-03-23 00:00:00 UTC,2015-05-10 23:28:39 UTC,1.7126000000000008,0.25659404908283034,447.1285733560899,3,1,0,0
104,OC1=CC(O)=C(C=C1)C(=O)\C=C\C1=CC(O)=C(O)C=C1,Flavonoids,Chalcones,Butein,272.253,C15H12O5,487-52-5,2007-05-21 00:00:00 UTC,2015-05-10 23:28:39 UTC,2.405100000000001,0.3905384760274634,272.06847348400004,4,0,0,0
105,COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C(CC=C(C)C)C(O)=C1,Flavonoids,Chalcones,Xanthohumol,354.39599999999996,C21H22O5,6754-58-1,2007-09-21 16:21:23 UTC,2015-05-10 23:28:39 UTC,4.216800000000003,0.41072419511906033,354.146723804,3,1,0,0
108,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,Flavonoids,Dihydrochalcones,Phloretin,274.269,C15H14O5,60-82-2,2004-06-18 00:00:00 UTC,2015-05-10 23:28:40 UTC,2.3245000000000013,0.6413414351612072,274.08412354800004,4,0,0,0
109,OCC1OC(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Dihydrochalcones,Phloridzin,436.409,C21H24O10,60-81-1,2002-08-21 09:16:10 UTC,2015-05-10 23:28:40 UTC,-0.20240000000000025,0.2875638076723092,436.1369469679999,3,0,0,0
111,[H][C@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(OC3=C(C(=O)CCC4=CC=C(O)C=C4)C(O)=CC(O)=C3)O[C@]([H])(CO)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Dihydrochalcones,Phloretin 2'-O-xylosyl-glucoside,568.524,C26H32O14,,2004-06-17 00:00:00 UTC,2015-05-10 23:28:40 UTC,-1.7391000000000005,0.14477604454482745,568.1792057039999,3,0,0,0
112,[H][C@@]1(O)CO[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC(O)=CC(O)=C3C(=O)CCC3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Dihydrochalcones,3-Hydroxyphloretin 2'-O-xylosyl-glucoside,584.523,C26H32O15,,2004-08-24 09:52:06 UTC,2015-05-10 23:28:40 UTC,-2.0335000000000014,0.11256145730212958,584.1741203239999,4,0,0,0
113,[H][C@]1(CO)O[C@@]([H])(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Dihydrochalcones,3-Hydroxyphloretin 2'-O-glucoside,452.409,C21H24O11,,2004-08-24 09:52:06 UTC,2015-05-10 23:28:40 UTC,-0.49680000000000035,0.19909311430810947,452.1318615879999,4,0,0,0
116,C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Dihydroflavonols,Dihydroquercetin 3-O-rhamnoside,450.39300000000003,C21H22O11,29838-67-3,2005-09-05 11:11:25 UTC,2015-05-10 23:28:40 UTC,0.03809999999999941,0.3129614743422582,450.1162115239999,4,0,0,0
117,OC1[C@H](OC2=CC(O)=CC(O)=C2C1=O)C1=CC(O)=C(O)C=C1,Flavonoids,Dihydroflavonols,Dihydroquercetin,304.252,C15H12O7,480-18-2,2002-09-04 16:07:19 UTC,2015-05-10 23:28:40 UTC,1.1862999999999995,0.5005308756296324,304.058302724,4,0,0,0
119,CC1OC(OC2C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O,Flavonoids,Dihydroflavonols,Dihydromyricetin 3-O-rhamnoside,466.392,C21H22O12,,2005-09-08 16:17:26 UTC,2015-05-10 23:28:40 UTC,-0.25630000000000036,0.2754873744779855,466.11112614399985,5,0,0,0
124,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,(+)-Catechin,290.268,C15H14O6,154-23-4,2002-08-20 16:23:07 UTC,2015-05-10 23:28:40 UTC,1.5460999999999994,0.5095927314649248,290.079038168,4,0,0,0
125,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,(-)-Epicatechin,290.268,C15H14O6,490-46-0,2002-08-20 16:48:58 UTC,2015-05-10 23:28:40 UTC,1.5460999999999994,0.5095927314649248,290.079038168,4,0,0,0
126,O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1,Flavonoids,Flavanols,(+)-Gallocatechin,306.267,C15H14O7,1617-55-6,2002-09-02 09:07:12 UTC,2015-05-10 23:28:40 UTC,1.2516999999999994,0.43709373492299836,306.073952788,5,0,0,0
127,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1,Flavonoids,Flavanols,(-)-Epigallocatechin,306.267,C15H14O7,970-74-1,2002-08-30 13:52:22 UTC,2015-05-10 23:28:40 UTC,1.2516999999999994,0.43709373492299836,306.073952788,5,0,0,0
128,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC=C(O)C(O)=C1,Flavonoids,Flavanols,(-)-Epicatechin 3-O-gallate,442.37199999999996,C22H18O10,1257-08-5,2002-08-30 13:53:31 UTC,2016-06-02 09:50:11 UTC,2.5276000000000005,0.23548711271080375,442.0899967759999,7,0,0,0
129,OC1=CC(O)=C2C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1,Flavonoids,Flavanols,(-)-Epigallocatechin 3-O-gallate,458.37199999999996,C22H18O11,989-51-5,2002-09-03 15:08:22 UTC,2015-05-10 23:28:40 UTC,2.2332,0.21150323672030336,458.0849113959999,8,0,0,0
133,[H][C@@]1(OC2=CC(O)=CC(O)=C2C[C@H]1O)C1=CC(O)=C(O)C2=C(O)C(=O)C=C(C=C12)[C@H]1OC2=CC(O)=CC(O)=C2C[C@H]1O,Flavonoids,Flavanols,Theaflavin,564.494,C29H24O12,4670-05-7,2003-04-01 10:17:20 UTC,2015-05-10 23:28:41 UTC,2.2134000000000005,0.16014046296212103,564.1267762079999,6,0,0,0
134,[H][C@@]1(OC2=CC(O)=CC(O)=C2C[C@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C2=C(O)C(=O)C=C(C=C12)[C@H]1OC2=CC(O)=CC(O)=C2C[C@H]1O,Flavonoids,Flavanols,Theaflavin 3-O-gallate,716.5980000000001,C36H28O16,31629-79-5,2003-04-01 10:19:49 UTC,2015-05-10 23:28:41 UTC,3.1949000000000036,0.094040122377947,716.137734816,9,0,0,0
135,O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC2=C(C(O)=C(O)C=C2[C@H]2OC3=C(C[C@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=CC(O)=C3)C(=O)C(O)=C1,Flavonoids,Flavanols,Theaflavin 3'-O-gallate,716.5980000000001,C36H28O16,,2003-04-01 10:21:41 UTC,2015-05-10 23:28:41 UTC,3.1949000000000023,0.094040122377947,716.137734816,9,0,0,0
136,[H][C@@]1(OC2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=CC(O)=C2C[C@H]1O)C1=CC(O)=C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=C(O)C(=O)C=C(C=C12)C1OC2=CC(O)=CC(O)=C2C[C@H]1O,Flavonoids,Flavanols,"Theaflavin 3,3'-O-digallate",868.702,C43H32O20,33377-72-9,2003-04-01 10:22:54 UTC,2015-05-10 23:28:41 UTC,3.4742000000000073,0.06470240905527191,868.148693424,10,0,0,0
137,OC1=CC(O)=C2C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1,Flavonoids,Flavanols,(+)-Gallocatechin 3-O-gallate,458.37199999999996,C22H18O11,4233-96-9,2003-04-11 14:17:59 UTC,2015-05-10 23:28:41 UTC,2.2332,0.21150323672030336,458.0849113959999,8,0,0,0
139,OC1=CC2=C(CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(O2)C2=CC(O)=C(O)C=C2)C(O)=C1,Flavonoids,Flavanols,(+)-Catechin 3-O-gallate,442.37199999999996,C22H18O10,,2004-06-22 00:00:00 UTC,2015-05-10 23:28:41 UTC,2.5276000000000014,0.23548711271080375,442.0899967759999,7,0,0,0
150,[H][C@]1(O)CC2=C(O)C=C(O)C(=C2O[C@]1([H])C1=CC=C(O)C(O)=C1)[C@@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC=C(O)C(O)=C2)[C@]1([H])O,Flavonoids,Flavanols,Procyanidin dimer B1,578.52,C30H26O12,20315-25-7,2002-08-29 13:57:03 UTC,2015-05-10 23:28:41 UTC,2.9950000000000023,0.1585793763237704,578.142426272,8,0,0,0
151,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,Procyanidin dimer B2,578.52,C30H26O12,29106-49-8,2002-08-21 14:48:07 UTC,2015-05-10 23:28:41 UTC,2.995,0.1585793763237704,578.142426272,8,0,0,0
152,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@@H](O)C2)C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,Procyanidin dimer B3,578.52,C30H26O12,,2002-08-20 15:58:13 UTC,2015-05-10 23:28:41 UTC,2.995,0.1585793763237704,578.142426272,8,0,0,0
153,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H]([C@H](O)C2)C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,Procyanidin dimer B4,578.52,C30H26O12,,2004-09-10 00:00:00 UTC,2015-05-10 23:28:41 UTC,2.995,0.1585793763237704,578.142426272,8,0,0,0
154,[H][C@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C2=C(O[C@@H]([C@H](O)C2)C2=CC(O)=C(O)C=C2)C=C1O,Flavonoids,Flavanols,Procyanidin dimer B5,578.52,C30H26O12,,2002-08-29 13:55:55 UTC,2015-05-10 23:28:41 UTC,2.9950000000000014,0.1585793763237704,578.142426272,8,0,0,0
155,[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C2=C(O[C@@H]([C@H](O)C2)C2=CC(O)=C(O)C=C2)C=C1O,Flavonoids,Flavanols,Procyanidin dimer B7,578.52,C30H26O12,,2004-09-10 00:00:00 UTC,2015-05-10 23:28:42 UTC,2.9950000000000014,0.1585793763237704,578.142426272,8,0,0,0
156,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC(O)=C(O)C(O)=C3)=C2OC1C1=CC(O)=C(O)C(O)=C1,Flavonoids,Flavanols,Prodelphinidin dimer B3,610.519,C30H26O14,,2004-09-10 00:00:00 UTC,2015-05-10 23:28:42 UTC,2.4062,0.14871222992668448,610.132255512,10,0,0,0
157,[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C2O[C@@H]([C@H](O)[C@@]([H])(C3=C(O)C=C(O)C4=C3O[C@@H]([C@H](O)C4)C3=CC(O)=C(O)C=C3)C2=C(O)C=C1O)C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,Procyanidin trimer C1,866.7719999999999,C45H38O18,,2002-08-29 13:57:43 UTC,2015-05-10 23:28:42 UTC,4.4439000000000135,0.10646082676732177,866.2058143760001,12,0,0,0
161,[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC=C(O)C(O)=C1)C(C1C3=C(O[C@]([H])(C4=CC=C(O)C(O)=C4)[C@]1([H])O)C(C1C4=C(O[C@]([H])(C5=CC=C(O)C(O)=C5)[C@]1([H])O)C=C(O)C=C4O)=C(O)C=C3O)=C(O)C=C2O,Flavonoids,Flavanols,Procyanidin trimer EEC,866.7719999999999,C45H38O18,,2004-09-10 00:00:00 UTC,2015-05-10 23:28:42 UTC,4.443900000000014,0.10646082676732177,866.2058143760003,12,0,0,0
168,OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1,Flavonoids,Flavanols,Procyanidin trimer T2,866.7719999999999,C45H38O18,,2005-09-13 11:42:52 UTC,2015-05-10 23:28:42 UTC,4.4439000000000135,0.10646082676732177,866.2058143760001,12,0,0,0
169,[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC=C(O)C(O)=C1)C(=C(O)C=C2O)[C@]1([H])C2=C(O[C@]([H])(C3=CC=C(O)C(O)=C3)[C@@]1([H])O)C(=C(O)C=C2O)[C@]1([H])C2=C(O[C@]([H])(C3=CC=C(O)C(O)=C3)[C@@]1([H])O)C=C(O)C=C2O,Flavonoids,Flavanols,Procyanidin trimer C2,866.7719999999999,C45H38O18,,2005-09-13 15:03:21 UTC,2015-05-10 23:28:42 UTC,4.443900000000014,0.10646082676732177,866.2058143760001,12,0,0,0
195,[H][C@]1(CO)O[C@]([H])(O[C@]2([H])[C@]3([H])C4=C(O[C@]2(OC2=C3C3=C(CC[C@]([H])(O3)C3=CC(O)=C(O)C=C3)C=C2)C2=CC(O)=C(O)C=C2)C=C(O)C=C4O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,Flavonoids,Flavanols,(-)-Epicatechin-(2a-7)(4a-8)-epicatechin 3-O-galactoside,706.6460000000001,C36H34O15,,2008-07-30 00:00:00 UTC,2015-05-10 23:28:43 UTC,1.9413000000000022,0.13327503736674945,706.189770388,6,0,0,0
196,O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=CC(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1,Flavonoids,Flavanols,Cinnamtannin A2,1155.02,C60H50O24,,2008-07-31 00:00:00 UTC,2015-05-10 23:28:43 UTC,5.89280000000002,0.08265102284341798,1154.26920248,16,0,0,0
199,OCC1OC(OC2CC3=C(OC2C2=CC(O)=C(O)C=C2)C=C(O)C=C3O)C(O)C(O)C1O,Flavonoids,Flavanols,(+)-Catechin 3-O-glucose,452.409,C21H24O11,,2009-01-23 00:00:00 UTC,2015-05-10 23:28:43 UTC,-0.6297000000000006,0.27574187791754295,452.1318615879999,4,0,0,0
201,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavanones,Naringenin,272.253,C15H12O5,480-41-1,2002-09-02 11:57:04 UTC,2015-05-10 23:28:43 UTC,2.509900000000001,0.7421139126791214,272.068473484,3,0,0,0
202,OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC(O)=C(O)C=C1,Flavonoids,Flavanones,Eriodictyol,288.252,C15H12O6,552-58-9,2002-09-02 13:47:46 UTC,2015-05-10 23:28:43 UTC,2.2155000000000014,0.5992714485146342,288.063388104,4,0,0,0
203,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavanones,Hesperetin,302.279,C16H14O6,520-33-2,2002-09-02 11:56:21 UTC,2015-05-10 23:28:43 UTC,2.5185000000000004,0.7885404127535282,302.079038168,3,1,0,0
206,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C[C@H](OC4=C3)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavanones,Eriocitrin,596.534,C27H32O15,13463-28-0,2002-09-04 15:51:58 UTC,2015-05-10 23:28:43 UTC,-1.4596000000000011,0.1730116135258834,596.1741203239999,3,0,0,0
207,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavanones,Hesperidin,610.561,C28H34O15,520-26-3,2002-09-04 15:52:52 UTC,2015-05-10 23:28:43 UTC,-1.1566000000000003,0.18471660959332944,610.1897703879999,2,1,0,0
208,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavanones,Naringin,580.535,C27H32O14,10236-47-2,2002-09-04 15:55:15 UTC,2015-05-10 23:28:43 UTC,-1.1652000000000018,0.2016962191574762,580.179205704,2,0,0,0
209,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C[C@H](OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavanones,Narirutin,580.535,C27H32O14,,2002-09-04 15:56:42 UTC,2015-05-10 23:28:43 UTC,-1.1652000000000007,0.20169621915747626,580.1792057039999,2,0,0,0
210,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavanones,Neoeriocitrin,596.534,C27H32O15,,2002-09-04 15:59:20 UTC,2015-05-10 23:28:43 UTC,-1.4596000000000016,0.1730116135258834,596.1741203239999,3,0,0,0
211,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavanones,Neohesperidin,610.561,C28H34O15,,2002-09-04 16:00:24 UTC,2015-05-10 23:28:43 UTC,-1.1566000000000003,0.18471660959332944,610.1897703879999,2,1,0,0
213,COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavanones,Poncirin,594.561,C28H34O14,,2002-09-04 16:02:18 UTC,2015-05-10 23:28:43 UTC,-0.8622000000000003,0.20778954771783842,594.1948557679999,1,1,0,0
214,COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,Flavonoids,Flavanones,Didymin,594.561,C28H34O14,,2002-09-23 09:05:09 UTC,2015-05-10 23:28:43 UTC,-0.8622000000000001,0.20778954771783842,594.1948557679999,1,1,0,0
215,CC1OC(OCC2OC(OC3=CC4=C(C(=O)CC(O4)C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O,Flavonoids,Flavanones,Narirutin 4'-O-glucoside,742.675,C33H42O19,,2002-09-04 15:56:42 UTC,2015-05-10 23:28:44 UTC,-3.692099999999997,0.11782821340134207,742.2320291240001,1,0,0,0
216,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavanones,Naringin 4'-O-glucoside,434.39300000000003,C21H22O10,,2002-09-04 15:55:15 UTC,2016-06-02 10:10:13 UTC,-3.692099999999995,0.11782821340134207,742.2320291240001,1,0,0,0
217,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavanones,Naringin 6'-malonate,666.581,C30H34O17,,2002-09-04 15:55:15 UTC,2016-06-02 10:14:10 UTC,-3.6664999999999934,0.07251617600326031,828.2324230480001,1,0,0,0
219,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavanones,Naringenin 7-O-glucoside,434.39300000000003,C21H22O10,,2006-06-26 00:00:00 UTC,2015-05-10 23:28:44 UTC,-0.017000000000000515,0.3850263542153965,434.1212969039999,2,0,0,0
220,OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC=CC=C1,Flavonoids,Flavanones,Pinocembrin,256.253,C15H12O4,480-39-7,2006-09-18 09:58:33 UTC,2015-05-10 23:28:44 UTC,2.8043000000000005,0.8229096892671589,256.073558864,2,0,0,0
221,CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1,Flavonoids,Flavanones,8-Prenylnaringenin,340.37,C20H20O5,,2002-09-04 15:55:15 UTC,2015-05-10 23:28:44 UTC,4.018600000000003,0.7347476793341365,340.13107374,3,0,0,0
222,CC(C)=CCC1=C(O)C=C2O[C@@H](CC(=O)C2=C1O)C1=CC=C(O)C=C1,Flavonoids,Flavanones,6-Prenylnaringenin,340.37,C20H20O5,,2007-03-19 00:00:00 UTC,2015-05-10 23:28:44 UTC,4.018600000000003,0.7347476793341365,340.13107374,3,0,0,0
223,CC(C)=CCC\C(C)=C\CC1=C(O)C2=C(O[C@@H](CC2=O)C2=CC=C(O)C=C2)C=C1O,Flavonoids,Flavanones,6-Geranylnaringenin,408.48699999999997,C25H28O5,,2007-03-19 00:00:00 UTC,2015-05-10 23:28:44 UTC,5.745100000000007,0.530255010707699,408.1936739959999,3,0,0,0
224,COC1=C2C(=O)CC(OC2=C(CC=C(C)C)C(O)=C1)C1=CC=C(O)C=C1,Flavonoids,Flavanones,Isoxanthohumol,354.39599999999996,C21H22O5,,2007-09-21 16:21:23 UTC,2015-05-10 23:28:44 UTC,4.321600000000004,0.7997926896202181,354.146723804,2,1,0,0
225,OC[C@H]1O[C@H](OC2=CC(O)=C3C(=O)CC(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavanones,Eriodictyol 7-O-glucoside,450.39300000000003,C21H22O11,,2007-10-30 00:00:00 UTC,2015-05-10 23:28:44 UTC,-0.31140000000000034,0.30288889028684546,450.1162115239999,3,0,0,0
